timestamp,ticker,side,expiry,strike,entry_mid,delta,iv,open_interest,volume,spread_pct,dte,status,best_seen,touched_at
2025-10-01 16:42:34,MU,CALL,2025-10-10,180.0,5.4,0.6523356540461399,0.4443414941406249,1446,1548,0.037037037037037,9,OPEN,5.4,
2025-10-01 16:42:34,MU,CALL,2025-10-10,182.5,4.575,0.6384792047967807,0.4698539343261719,268,1240,0.0327868852459017,9,OPEN,4.575,
2025-10-01 16:42:34,SMCI,CALL,2025-10-10,50.0,2.105,0.6475942476079563,0.6567417138671876,6006,5711,0.02375296912114,9,OPEN,2.105,
2025-10-01 16:42:34,SMCI,CALL,2025-10-10,49.0,2.635,0.6676423626557971,0.6640658593750002,4159,2608,0.0265654648956356,9,OPEN,2.635,
2025-10-01 19:22:11,SPY,CALL,2025-10-08,668.0,4.8100000000000005,0.651181204942206,0.111764253540039,332,1306,0.0041580041580042,7,OPEN,4.8100000000000005,
2025-10-01 19:22:11,SPY,CALL,2025-10-08,670.0,3.555,0.6481907295079012,0.1046232116699218,468,1901,0.0028129395218003,7,OPEN,3.555,
2025-10-01 19:22:11,QQQ,CALL,2025-10-08,605.0,3.89,0.6471107158275649,0.1325770336914062,247,348,0.0102827763496144,7,OPEN,3.89,
2025-10-01 19:22:11,QQQ,CALL,2025-10-08,601.0,6.35,0.653741388780771,0.1454553228759765,295,661,0.0094488188976377,7,OPEN,6.35,
2025-10-01 19:22:11,AAPL,CALL,2025-10-10,257.5,3.325,0.6453513137780449,0.231452998046875,4477,12919,0.0150375939849624,9,OPEN,3.325,
2025-10-01 19:22:11,AAPL,CALL,2025-10-10,255.0,4.65,0.6551051845180639,0.2382888671874999,8612,7317,0.0215053763440861,9,OPEN,4.65,
2025-10-01 19:22:11,MSFT,CALL,2025-10-10,520.0,6.925000000000001,0.6477256222598913,0.2191240197753906,2916,3343,0.0072202166064981,9,OPEN,6.925000000000001,
2025-10-01 19:22:11,MSFT,CALL,2025-10-10,517.5,8.274999999999999,0.6525442490759495,0.2238847143554687,923,1121,0.0181268882175227,9,OPEN,8.274999999999999,
2025-10-01 19:22:11,TSLA,CALL,2025-10-10,460.0,17.25,0.6501741189003247,0.5658612750244141,3246,17604,0.0057971014492754,9,OPEN,17.25,
2025-10-01 19:22:11,TSLA,CALL,2025-10-10,465.0,14.975,0.6393064462796761,0.5665936895751953,1693,3227,0.010016694490818,9,OPEN,14.975,
2025-10-01 19:22:11,NVDA,CALL,2025-10-10,187.5,4.375,0.6483171597856947,0.3685365881347656,8614,28238,0.0114285714285715,9,OPEN,4.375,
2025-10-01 19:22:11,NVDA,CALL,2025-10-10,185.0,5.824999999999999,0.6616729309885521,0.3808655664062499,18409,22478,0.0085836909871244,9,OPEN,5.824999999999999,
2025-10-01 19:22:11,META,CALL,2025-10-10,720.0,15.4,0.6477086560598264,0.3434513897705078,238,3919,0.0129870129870129,9,OPEN,15.4,
2025-10-01 19:22:11,META,CALL,2025-10-10,722.5,14.125,0.6442284777822564,0.3403386279296875,213,878,0.0106194690265485,9,OPEN,14.125,
2025-10-01 19:22:11,AMD,CALL,2025-10-10,162.5,4.95,0.6476560270524446,0.4841360180664062,3076,4901,0.0202020202020201,9,OPEN,4.95,
2025-10-01 19:22:11,AMD,CALL,2025-10-10,160.0,6.425000000000001,0.6630767035593301,0.5006153454589843,4788,2951,0.0077821011673151,9,OPEN,6.425000000000001,
2025-10-01 19:22:11,AMZN,CALL,2025-10-10,220.0,5.25,0.6536624488050828,0.3357000024414062,6999,8499,0.0190476190476189,9,OPEN,5.25,
2025-10-01 19:22:11,AMZN,CALL,2025-10-10,222.5,3.875,0.6423404311778679,0.3209296423339843,3580,4501,0.0129032258064515,9,OPEN,3.875,
2025-10-01 19:22:11,GOOGL,CALL,2025-10-10,245.0,5.15,0.6521585907299795,0.3044503149414062,2142,3037,0.0194174757281554,9,OPEN,5.15,
2025-10-01 19:22:11,GOOGL,CALL,2025-10-10,247.5,3.975,0.6419765355333467,0.3023751403808594,776,1400,0.0125786163522012,9,OPEN,3.975,
2025-10-01 19:22:11,NFLX,CALL,2025-10-10,1180.0,20.65,0.6423142613151153,0.3252630950927734,204,462,0.0338983050847457,9,OPEN,20.65,
2025-10-01 19:22:11,NFLX,CALL,2025-10-10,1195.0,14.275,0.6295046968403074,0.3178473977661132,223,666,0.052539404553415,9,OPEN,14.275,
2025-10-01 19:22:11,MU,CALL,2025-10-10,180.0,6.025,0.6525490784481492,0.4931691308593751,1446,5012,0.0248962655601658,9,OPEN,6.025,
2025-10-01 19:22:11,MU,CALL,2025-10-10,182.5,4.975,0.6386955934265958,0.502080174560547,268,1958,0.0301507537688441,9,OPEN,4.975,
2025-10-01 19:22:11,SMCI,CALL,2025-10-10,51.0,2.0,0.6522498615805631,0.579105771484375,1897,2965,0.0299999999999999,9,OPEN,2.0,
2025-10-01 19:22:11,SMCI,CALL,2025-10-10,52.0,1.605,0.6326861333762603,0.5952188916015625,1857,20195,0.0436137071651089,9,OPEN,1.605,
2025-10-01 19:39:42,SPY,CALL,2025-10-08,670.0,3.62,0.6485575838420927,0.1034635552978515,468,1928,0.005524861878453,7,OPEN,3.62,
2025-10-01 19:39:42,SPY,CALL,2025-10-08,668.0,4.82,0.6515469641888327,0.1086514916992187,332,1310,0.004149377593361,7,OPEN,4.82,
2025-10-01 19:39:42,QQQ,CALL,2025-10-08,605.0,3.9,0.6472901812466947,0.1309901354980468,247,355,0.0051282051282051,7,OPEN,3.9,
2025-10-01 19:39:42,QQQ,CALL,2025-10-08,601.0,6.35,0.6539196676516752,0.1431360101318359,295,662,0.0062992125984252,7,OPEN,6.35,
2025-10-01 19:39:42,AAPL,CALL,2025-10-10,255.0,4.85,0.6518006995293883,0.2771068383789062,8612,7645,0.020618556701031,9,OPEN,4.85,
2025-10-01 19:39:42,AAPL,CALL,2025-10-10,257.5,3.475,0.6420144318777157,0.262702685546875,4477,13590,0.014388489208633,9,OPEN,3.475,
2025-10-01 19:39:42,MSFT,CALL,2025-10-10,520.0,6.925000000000001,0.6475903614457832,0.2204057452392577,2916,4003,0.0072202166064981,9,OPEN,6.925000000000001,
2025-10-01 19:39:42,MSFT,CALL,2025-10-10,517.5,8.45,0.6524096385542169,0.2296829962158203,923,1134,0.0118343195266271,9,OPEN,8.45,
2025-10-01 19:39:42,TSLA,CALL,2025-10-10,460.0,17.95,0.6508579350842156,0.5847209497070311,3246,18156,0.0055710306406686,9,OPEN,17.95,
2025-10-01 19:39:42,TSLA,CALL,2025-10-10,465.0,15.5,0.6399976952481745,0.5800823242187501,1693,3362,0.0064516129032258,9,OPEN,15.5,
2025-10-01 19:39:42,NVDA,CALL,2025-10-10,187.5,4.324999999999999,0.6447997575347072,0.3898986791992188,8614,28674,0.0115606936416184,9,OPEN,4.324999999999999,
2025-10-01 19:39:42,NVDA,CALL,2025-10-10,185.0,5.775,0.6582024274342444,0.4069883520507812,18409,22634,0.0086580086580086,9,OPEN,5.775,
2025-10-01 19:39:42,META,CALL,2025-10-10,720.0,14.225,0.6482887704894089,0.3138191177368163,238,4258,0.0105448154657293,9,OPEN,14.225,
2025-10-01 19:39:42,META,CALL,2025-10-10,722.5,12.975,0.6448106064980528,0.3108284249877929,213,906,0.0038535645472062,9,OPEN,12.975,
2025-10-01 19:39:42,AMD,CALL,2025-10-10,162.5,4.55,0.6524554567923345,0.4083311120605468,3076,4939,0.0219780219780219,9,OPEN,4.55,
2025-10-01 19:39:42,AMD,CALL,2025-10-10,165.0,3.45,0.6371086176660627,0.4123593920898437,4610,14648,0.0289855072463768,9,OPEN,3.45,
2025-10-01 19:39:42,AMZN,CALL,2025-10-10,220.0,5.125,0.6531025821293703,0.3293524096679687,6999,8554,0.0097560975609757,9,OPEN,5.125,
2025-10-01 19:39:42,AMZN,CALL,2025-10-10,222.5,3.825,0.6417742023808405,0.3209296423339843,3580,4616,0.0130718954248366,9,OPEN,3.825,
2025-10-01 19:39:42,GOOGL,CALL,2025-10-10,245.0,5.4,0.6549549232988979,0.295905478515625,2142,3324,0.0185185185185186,9,OPEN,5.4,
2025-10-01 19:39:42,GOOGL,CALL,2025-10-10,247.5,4.15,0.6448014021080704,0.2943185803222655,776,1467,0.0240963855421688,9,OPEN,4.15,
2025-10-01 19:39:42,NFLX,CALL,2025-10-10,1180.0,19.9,0.6410218041898247,0.3242560250854491,204,471,0.0351758793969848,9,OPEN,19.9,
2025-10-01 19:39:42,NFLX,CALL,2025-10-10,1195.0,13.425,0.6281958101752886,0.3161994650268553,223,677,0.0856610800744879,9,OPEN,13.425,
2025-10-01 19:39:42,MU,CALL,2025-10-10,180.0,6.275,0.6532118829614219,0.5026905200195313,1446,5078,0.0239043824701194,9,OPEN,6.275,
2025-10-01 19:39:42,MU,CALL,2025-10-10,182.5,5.175,0.6393676035581083,0.5080615600585938,268,1975,0.0289855072463768,9,OPEN,5.175,
2025-10-01 19:39:42,SMCI,CALL,2025-10-10,52.0,1.6749999999999998,0.6413684474407899,0.55273884765625,1857,20332,0.017910447761194,9,OPEN,1.6749999999999998,
2025-10-01 19:39:42,SMCI,CALL,2025-10-10,51.0,2.135,0.6607652080669285,0.5449264257812501,1897,3023,0.0234192037470727,9,OPEN,2.135,
2025-10-01 19:52:19,SPY,CALL,2025-10-08,668.0,4.605,0.6513827974882813,0.1048673498535156,332,1326,0.006514657980456,7,OPEN,4.605,
2025-10-01 19:52:19,SPY,CALL,2025-10-08,670.0,3.31,0.6483929256244738,0.0969328588867187,468,1948,0.0060422960725075,7,OPEN,3.31,
2025-10-01 19:52:19,QQQ,CALL,2025-10-08,605.0,3.735,0.6474812428242122,0.1253749572753906,247,545,0.0080321285140561,7,OPEN,3.735,
2025-10-01 19:52:19,QQQ,CALL,2025-10-08,601.0,6.105,0.6541094660121513,0.1348353118896484,295,662,0.0081900081900081,7,OPEN,6.105,
2025-10-01 19:52:19,AAPL,CALL,2025-10-10,255.0,4.675000000000001,0.6519569471624267,0.2630688928222656,8612,7683,0.0106951871657753,9,OPEN,4.675000000000001,
2025-10-01 19:52:19,AAPL,CALL,2025-10-10,257.5,3.3,0.6421722113502936,0.25196060546875,4477,13646,0.0303030303030303,9,OPEN,3.3,
2025-10-01 19:52:19,MSFT,CALL,2025-10-10,520.0,6.7,0.6487292080132407,0.2062457305908202,2916,4054,0.0149253731343283,9,OPEN,6.7,
2025-10-01 19:52:19,MSFT,CALL,2025-10-10,517.5,7.95,0.6535430098977926,0.2057574542236327,923,1145,0.0125786163522012,9,OPEN,7.95,
2025-10-01 19:52:19,TSLA,CALL,2025-10-10,460.0,17.2,0.6524072030249274,0.5474898767089844,3246,18491,0.0058139534883721,9,OPEN,17.2,
2025-10-01 19:52:19,TSLA,CALL,2025-10-10,465.0,14.95,0.641563803057807,0.5505416040039064,1693,3433,0.0066889632107023,9,OPEN,14.95,
2025-10-01 19:52:19,NVDA,CALL,2025-10-10,187.5,4.25,0.6483707221675362,0.3599917517089843,8614,28820,0.0235294117647058,9,OPEN,4.25,
2025-10-01 19:52:19,NVDA,CALL,2025-10-10,185.0,5.6,0.6617257792053024,0.3637758935546875,18409,22886,0.0178571428571429,9,OPEN,5.6,
2025-10-01 19:52:19,META,CALL,2025-10-10,720.0,14.15,0.6466904720431981,0.324652749633789,238,4289,0.0141342756183745,9,OPEN,14.15,
2025-10-01 19:52:19,META,CALL,2025-10-10,722.5,12.875,0.6432067584044592,0.3210517114257812,213,926,0.011650485436893,9,OPEN,12.875,
2025-10-01 19:52:19,AMD,CALL,2025-10-10,162.5,4.7,0.6561745475008084,0.39258419921875,3076,5076,0.0212765957446807,9,OPEN,4.7,
2025-10-01 19:52:19,AMD,CALL,2025-10-10,165.0,3.6,0.640884925154667,0.4016173120117187,4610,14817,0.0277777777777778,9,OPEN,3.6,
2025-10-01 19:52:19,AMZN,CALL,2025-10-10,220.0,4.7,0.6509082513670025,0.3199530895996093,6999,8656,0.0212765957446807,9,OPEN,4.7,
2025-10-01 19:52:19,AMZN,CALL,2025-10-10,222.5,3.425,0.6395549360416275,0.3083565258789062,3580,5759,0.0145985401459854,9,OPEN,3.425,
2025-10-01 19:52:19,GOOGL,CALL,2025-10-10,245.0,5.35,0.6517927087558243,0.3198310205078124,2142,3348,0.0186915887850468,9,OPEN,5.35,
2025-10-01 19:52:19,GOOGL,CALL,2025-10-10,247.5,4.074999999999999,0.6416069200696592,0.3111641149902343,776,1481,0.0122699386503067,9,OPEN,4.074999999999999,
2025-10-01 19:52:19,NFLX,CALL,2025-10-10,1180.0,19.475,0.6401064160988564,0.3245001632690428,204,473,0.0333761232349166,9,OPEN,19.475,
